timestamp,Accel_Time (s),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Time (s),X (hPa),Gyro_Time (s),Gyro_X (rad/s),Gyro_Y (rad/s),Gyro_Z (rad/s),LinAccel_Time (s),LinAccel_X (m/s^2),LinAccel_Y (m/s^2),LinAccel_Z (m/s^2),app,H,Inclination (degrees)
0,0.57276016015043,-0.1845286175763411,7.246647573000004,6.653646929000002,0.225589501,1016.9997559962432,0.5255021388242685,0.0008032880000000001,-0.00010084200000000002,0.005960212000000006,0.5381785798314997,-0.03559784300000002,0.023956461000000314,0.025772714999999887,Facebook,7.254232511660784,44.74374685394133
0,0.552655957257111,-0.18451327351139793,7.246647573000004,6.653646929000002,0.325577501,1016.9997560076158,0.5054381601761668,0.0008032880000000001,-8.959064098957689e-05,0.005960212000000006,0.5179935465703943,-0.03608998605947637,0.02395646100000057,0.025772714999999773,Facebook,7.254232511660785,44.729930950629566
0,0.5384767451972013,-0.1844781047015378,7.246647573000004,6.653646929000002,0.425565501,1016.9997560301885,0.49128765933442514,0.0008032880000000001,-8.155964239442755e-05,0.005960212000000006,0.503756638564909,-0.03644126808821668,0.023956461000000824,0.025772714999999665,Facebook,7.254232511660785,44.71982961461552
0,0.539097728594262,-0.18441789854163165,7.246647573000004,6.653646929000002,0.525552501,1016.9997560651383,0.491908248870814,0.0008032880000000001,-8.166972341644173e-05,0.005960212000000006,0.5043784128369564,-0.03643645306001302,0.023956461000000907,0.025772714999999637,Facebook,7.254232511660784,44.71936759128113
0,0.568149768505235,-0.18433639290502415,7.246647573000004,6.653646929000002,0.625540167,1016.9997561072267,0.5209036064707653,0.0008032880000000001,-9.752442333383002e-05,0.005960212000000006,0.533544357724403,-0.03574295634399898,0.023956461000000522,0.02577271499999982,Facebook,7.254232511660784,44.73781664038944
0,0.6427078652275942,-0.1842565647412397,7.246647573000004,6.653646929000002,0.725527917,1016.9997561390982,0.5953144242902294,0.0008032880000000001,-0.0001387201910887538,0.005960212000000006,0.6083984190578362,-0.03394102191442436,0.023956460999999256,0.0257727150000004,Facebook,7.254232511660785,44.78705941721379
0,0.7766617091383238,-0.18423297859671747,7.246647573000004,6.653646929000002,0.825515317,1016.9997561253869,0.7290019818890594,0.0008032880000000001,-0.00021320394879988038,0.005960212000000006,0.7428873824775963,-0.030683045312016443,0.02395646099999668,0.025772715000001563,Facebook,7.254232511660785,44.87728788325539
0,0.9663414795461189,-0.18436105382876433,7.246647573000004,6.653646929000002,0.925502817,1016.9997560102149,0.9183024251346135,0.0008032880000000001,-0.00031930685685791345,0.005960212000000006,0.9333294399438923,-0.026042022859293606,0.023956460999992622,0.02577271500000337,Facebook,7.254232511660784,45.00741989473467
1,1.1782492294549927,-0.18477281007775642,7.246647573000004,6.653646929000002,1.025490245,1016.9997557245376,1.1297826363294723,0.0008032880000000001,-0.00043889554744341473,0.005960212000000006,1.1460963652802356,-0.020811121951323588,0.023956460999987626,0.02577271500000556,Facebook,7.254232511660784,45.15673790863023
1,1.3626898230587887,-0.18560263761216986,7.246647573000004,6.653646929000002,1.125477745,1016.9997552125445,1.3138445471954212,0.0008032880000000001,-0.0005448197687968903,0.005960212000000006,1.3312979383499437,-0.016177915391897755,0.023956460999983616,0.025772715000007246,Facebook,7.254232511660785,45.29359067726521
1,1.486974825110225,-0.18690282745103803,7.246647573000004,6.653646929000002,1.2254653,1016.999754486964,1.4378641599597821,0.0008032880000000001,-0.000619057428159872,0.005960212000000006,1.4561161673904663,-0.01293070331970187,0.02395646099998462,0.025772715000006614,Facebook,7.254232511660785,45.39658807908106
1,1.5499060571951302,-0.18849260836283693,7.246647573000004,6.653646929000002,1.3254531,1016.9997537182378,1.5006484000175855,0.0008032880000000001,-0.0006601839375141497,0.005960212000000006,1.5193424988559951,-0.011131798305610743,0.023956460999997105,0.02577271500000078,Facebook,7.254232511660784,45.46217682165258
1,1.5709942654490503,-0.18974478071151962,7.246647573000004,6.653646929000002,1.425440918,1016.9997533474582,1.5216781868882805,0.0008032880000000001,-0.0006765453114196547,0.005960212000000006,1.5405474675179949,-0.010416139281343129,0.02395646100002926,0.025772714999986145,Facebook,7.254232511660784,45.49424507566113
1,1.5776398055887384,-0.1893606437988567,7.246647573000004,6.653646929000002,1.525428584,1016.9997541830468,1.5283176735521358,0.0008032880000000001,-0.0006782689540028483,0.005960212000000006,1.5472040642430385,-0.010340745834778309,0.02395646100008804,0.025772714999959763,Facebook,7.254232511660785,45.49221210172621
1,1.5989972170261486,-0.1852636796447397,7.246647573000004,6.653646929000002,1.625416276,1016.999757394859,1.549692316438077,0.0008032880000000001,-0.0006734850425735442,0.005960212000000006,1.5685253126307923,-0.010549997784244057,0.023956461000172888,0.025772714999922175,Facebook,7.254232511660785,45.445423769259925
1,1.662232278988241,-0.17485041270264792,7.246647573000004,6.653646929000002,1.725404061,1016.9997642636554,1.6129495637584312,0.0008032880000000001,-0.000667305602671083,0.005960212000000006,1.6317142178895012,-0.010820291217827658,0.023956461000265432,0.025772714999882006,Facebook,7.254232511660784,45.334450603897544
1,1.7863597922743615,-0.15594254760611206,7.246647573000004,6.653646929000002,1.825391727,1016.9997755017129,1.7370952147230387,0.0008032880000000001,-0.0006622174296291201,0.005960212000000006,1.7558046437954862,-0.01104285180323058,0.023956461000316127,0.025772714999861838,Facebook,7.254232511660784,45.14105290617367
