timestamp,Accel_Time (s),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Time (s),X (hPa),Gyro_Time (s),Gyro_X (rad/s),Gyro_Y (rad/s),Gyro_Z (rad/s),LinAccel_Time (s),LinAccel_X (m/s^2),LinAccel_Y (m/s^2),LinAccel_Z (m/s^2),app,H,Inclination (degrees)
0,0.5033377655332611,0.416677900374126,6.046456353335586,7.878661616172646,-0.5838908333,1010.254897999999,0.5184192428804953,0.00011067928363262547,-0.0005684404195009798,-0.0007015475215714366,0.5184192428804953,-0.0027655091529870785,0.1571773767742424,0.0499175652372695,TikTok,6.074916498770595,30.292766320102267
0,1.1067490946796132,0.4090417602264814,5.989097274035253,7.916014365907602,0.4166821667,1010.2548979999985,1.121830562777937,-0.00024816147969967137,-0.0005684563057728023,-0.0007424344999500182,1.121830562777937,-0.002766699038177338,0.1571773767742424,0.04991756523726949,TikTok,6.019705156882716,31.370196842516798
1,1.764603357016298,0.39844767951608623,5.9304766711475585,7.956182553299251,1.417664167,1010.254897999999,1.7796848193968267,-0.0005961225185507121,-0.0005687391011126363,-0.0007734440849341328,1.7796848193968267,-0.0027681389959174868,0.1571773767742424,0.049917565237269486,TikTok,5.9618011823020876,32.53973881805852
2,2.4912914396924415,0.3832635072331227,5.874535199560129,7.998169902914689,2.417834167,1010.2548980000013,2.5063729023323256,-0.0008687652991857423,-0.0005696118079583936,-0.0007889322789822772,2.5063729023323256,-0.0027692435421046015,0.1571773767742424,0.04991756523726947,TikTok,5.903875435057411,33.72254320707372
3,3.259301286729518,0.36541219114611473,5.822387322688396,8.041402050652042,3.418410167,1010.254898000006,3.2743827560060588,-0.0009460591667576829,-0.0005711771135554105,-0.000779612871429041,3.2743827560060588,-0.0027688135946796386,0.1571773767742424,0.04991756523726945,TikTok,5.8470647230516954,34.66542428815309
4,4.038890297634912,0.350887396563017,5.766482408377097,8.089022136723154,4.418982167,1010.2548980000138,4.05397177888606,-0.0007728265015182871,-0.000573154420534824,-0.0007484330026032505,4.05397177888606,-0.002764947408796821,0.1571773767742424,0.04991756523726943,TikTok,5.785608619425661,35.14285092838844
4,4.830666722590577,0.3456328828119559,5.701646267765474,8.14180661897581,4.969936167,1010.2548980000238,4.845748220225155,-0.0004532992122837756,-0.0005746285267094381,-0.0007238157216713007,4.845748220225155,-0.002755284104011447,0.1571773767742424,0.04991756523726941,TikTok,5.716390128037849,35.14006014065859
5,5.660370989400717,0.3487722977596433,5.637860897972605,8.191311383247323,5.970512167,1010.2548980000329,5.675452506613104,-0.00017034110108129369,-0.0005747963962534046,-0.0007507937620859168,5.675452506613104,-0.002737893708455631,0.1571773767742424,0.04991756523726941,TikTok,5.65011625885913,34.85156045390437
6,6.54723710308461,0.3512009129497723,5.5955613683903636,8.223453075555256,6.971090167,1010.2548980000338,6.562318639763494,-7.246829306731041e-05,-0.0005758223722089246,-0.0008735918181259151,6.562318639763494,-0.00271315160882839,0.1571773767742424,0.04991756523726946,TikTok,5.606631897597927,34.54912369384496
7,7.4882932032839005,0.3419393811799935,5.588478610671944,8.229667840507595,7.971698167,1010.2548980000142,7.503374753538059,-0.0002595873100603142,-0.0005846472997787772,-0.001104525859685142,7.503374753538059,-0.002686772491208107,0.1571773767742424,0.04991756523726959,TikTok,5.598664174175145,34.42361739653612
